,PII,SMT,APL,MAT,PRO,DSC,CMT,SPL
12736,S0950061819308050,[],['construction site'],"['calcium carbonate', 'clayey soil', 'clayey soil', 'nano calcium carbonate', 'clayey soils', 'calcium carbonate']","['mechanical properties', 'soil behavior', 'geotechnical properties', 'liquid limit', 'plastic limit', 'soil strength', 'strength', 'soil stiffness', 'strength', 'strength', 'velocity of ultrasonic waves', 'velocity', 'unconfined compressive strength', 'ultrasonic pulse velocity', 'strength', 'behavior', 'cohesion']","['nano', 'nanoparticle', 'fibers', 'fiber', 'nanoparticle', 'nanoparticles', 'fibers', 'nanoparticles', 'fiber', 'fibers', 'fiber', 'fibers', 'nano', 'fibers']","['geotechnical engineering', 'unconfined compressive strength tests', 'ultrasonic pulse velocity tests', 'unconsolidated undrained ( UU ) triaxial tests', 'Atterberg limit tests', 'non-destructive ultrasonic pulse velocity test', 'unconsolidated undrained triaxial tests']",[]
12737,S0950061819308062,"['curing', 'curing', 'curing']",[],"['clay brick', 'CBP', 'clay bricks', 'cement', 'cement', 'CBP', 'CBP', 'CBP', 'CBP', 'C-A-H gel', 'C-A-S-H', 'C-A-H', 'C-A-S-H', 'CBP', 'CBP']","['cementitious', 'compressive strength', 'hydration products', 'microstructure', 'compressive strength', 'compressive strength', 'compressive strength', 'microstructure', 'microstructure', 'compressive strength']","['powder', 'pastes', 'mortars', 'mortars', 'mortars', 'mortar', 'pastes', 'pastes', 'gel', 'pastes']","['XRD', 'SEM', 'SEM', 'EDS']",[]
12738,S095006181930813X,[],"['grouts', 'geotechnical engineering', 'grout', 'grouts', 'grouts', 'Bingham fluids', 'grouts', 'grouts']","['cement', 'fly ash', 'MFA', 'nanosilica', 'NS', 'cement', 'NS']","['fluidity', 'leaching', 'mechanical properties', 'rheological', 'mechanical properties', 'apparent viscosity', 'water / solid ( W / S ) ratio', 'fluidity', 'spreading ability', 'setting time', 'fluidity', 'shrinkage property', 'setting time', 'stability', 'mechanical properties']","['microfine', 'microfine', 'colloidal', 'microfine']",[],[]
12739,S0950061819308153,['solid ash'],"['cement plant', 'fuel', 'Portland cement clinker', 'refused derived fuel', 'RDF']","['RW', 'PW', 'RW', 'PW', 'RW', 'PW', 'CHN', 'rubber', 'OPC', 'RDF ash']","['efficiency', 'hydration characteristics', 'caloric values', 'caloric values', 'setting times', 'compressive strength', 'pozzolanic properties']",['clinker'],[],[]
12740,S0950061819308190,"['ground', 'supersonic steam - jet smasher', 'supersonic steam - jet technology', 'smash', 'USS', 'hydrated']",[],"['steel', 'fly ash', 'cement', 'fly ash', 'cement', 'cement', 'cement', 'fly ash', 'cement', 'fly ash-cement-USS', 'iron calcium aluminate', 'fly ash-cement-USS']","['activity index', 'specific surface areas', 'composition characteristics', 'activity', 'compressive strength', 'water absorption', 'frost resistance', 'wear resistance', 'compressive strength', 'wear resistance', 'compressive strength']","['USS', 'gelation block', 'block', 'block']","['X-ray diffraction', 'thermogravimetric analysis']",[]
12741,S095006181930827X,[],"['cemented paste backfill', 'CPB', 'CPB']","['CPB', 'cement', 'CPB', 'cement', 'CPB', 'CPB', 'CPB']","['early - age hydration kinetics', 'hydration heat evolution', 'hydration mechanism', 'kinetic parameters', 'tailings - cement ratio', 'TCR', 'hydration heat flow', 'N', 'cumulative heat', 'Q', 'TCR', 'chemical kinetics of hydration', 'exponent', 'rate constant', 'TCR', 'hydration mechanism', 'hydration mechanism', 'hydration kinetics']",[],"['isothermal calorimeter', 'Krstulovic - Dabic kinetic model', 'Krstulovic - Dabic model', 'isothermal calorimeter', 'kinetic models']",[]
12742,S0950061819308293,"['hardening', 'hardening', 'hardening']",['retarder'],"['gypsum', 'cement', 'cementitious materials', 'DCRCM', 'gypsum', 'DCRCM', 'borax', 'DCRCM', 'borax', 'DCRCM', 'DCRCM', 'borax', 'DCRCM', 'DCRCM', 'borax', 'DCRCM']","['setting', 'hardening behaviors', 'setting time', 'mechanical properties', 'hydration kinetics', 'early strength', 'mechanics strength', 'late strengths', 'microstructure', 'mechanical properties']","['dehydrated', 'paste', 'DCP', 'composite', 'paste']","['SEM', 'SEM']",[]
12743,S0950061819308347,['wood ash'],"['lime mortar', 'masonry walls', 'mortars', 'mortar', 'masonry joints']","['wood ash', 'lime mortar', 'wood ash', 'lime', 'NHL', 'air lime', 'AL', 'wood ash', 'lime', 'wood ash', 'wood ash', 'lime mortars', 'wood ash', 'lime mortar']","['hydraulic', 'Compressive strength', 'strength activity index', 'open', 'total porosity', 'pore size distribution', 'water absorption', 'water vapour permeability', 'freeze - thaw durability', 'open porosity', 'structure', 'compressive strength', 'pozzolanic activity', 'hygroscopic', 'capillary absorption', 'drying shrinkage']","['particles', 'particles']",['desorption'],[]
12744,S0950061819308360,[],[],"['Na2CO3', 'ground granulated blast furnace slag', 'GGBS', 'Sodium carbonate', 'NC', 'lime', 'CH', 'GGBS']","['fresh state behavior', 'setting time', 'rheological properties', 'setting time', 'setting time', 'fresh properties']","['pastes', 'pastes']",[],[]
12745,S0950061819308426,[],"['structural material', 'WS']","['weathering steel', 'WS', 'steel']","['corrosion mechanisms', 'long term performance']",['layers'],[],[]
12746,S0950061819308451,"['curing', 'dehydration']","['self - compacting concrete', 'SCC', 'SCC', 'SCC']","['cement', 'SCC', 'SCC', 'Ordinary Portland cement', 'OPC', 'Portland pozzolana cement', 'PPC', 'OPC', 'PPC', 'calcium chloroaluminate', 'CCA', 'OPC', 'calcium hydroxide', 'CH', 'cement', 'C-S-H', 'CH', 'CCA', 'OPC', 'PPC']","['behaviour', 'compressive strength', 'fresh properties', 'compressive strength']",[],"['X-ray diffraction', 'XRD', 'Field emission scanning electron microscope', 'FESEM', 'Thermo - gravimetry analysis', 'TGA', 'XRD', 'XRD', 'TGA']",[]
12747,S0950061819308475,[],"['phase change materials', 'PCMs', 'sand - replacement', 'bridge decks', 'PCMs', 'bridge decks', 'PCMs']","['concretes', 'concrete', 'concretes', 'concretes', 'PCM', 'concrete']","['thermal performance', 'freeze - thaw', 'chloride ingress - induced deterioration', 'durability', 'life expectancy', 'transition temperature', 'durability']","['microencapsulated', 'microencapsulated']",['reliability - based probabilistic analysis'],[]
12748,S0950061819308517,"['Mechanical Treatment Methods', 'MTMs', 'mechanical treatment', 'Ball Milling', 'BMM', 'BMM', 'BMM']","['construction material', 'MTMs']","['mortar', 'mortar', 'concretes', 'steel', 'concrete', 'RA', 'RA-i', 'concrete', 'RA-i', 'concrete', 'RA', 'concrete', 'RA', 'RA', 'concrete']","['rubble quality', 'water absorption', 'BMM', 'engineering properties', 'physical', 'mechanical properties', 'RA', 'mechanical', 'physical characteristics']","['recycled aggregate', 'recycled aggregate', 'recycled aggregate', 'recycled aggregate', 'recycled aggregate', 'recycled aggregate', 'recycled aggregate', 'recycled aggregate']",['Los Angles test machine'],[]
12749,S0950061819308542,['oxidation'],"['Open - graded friction course', 'OGFC', 'pavement surfacing']","['Nano silica', 'basalt', 'glass', 'OGFC', 'basalt', 'nano-silica', 'OGFC', 'bitumen', 'nano-silica', 'basalt', 'glass', 'nano-silica', 'basalt', 'basalt', 'glass', 'glass', 'basalt']","['moisture susceptibility', 'air voids content', 'abrasion', 'permeability']","['fiber', 'fiber', 'fiber', 'fiber - reinforced', 'nanomaterial', 'fiber', 'fiber', 'fiber', 'fiber', 'fiber', 'fiber', 'fiber']","['draindown test', 'Cantabro test', 'permeability test', 'indirect tensile strength test']",[]
12750,S0950061819308554,"['sonication', 'ultrasonic dispersion', 'sonication', 'sonication treatment', 'sonication treatment', 'sonication', 'sonication', 'hardened', 'sonication treated', 'sonication treated']",[],"['Silica fume', 'SF', 'silicon', 'ferrosilicon', 'cement', 'concrete', 'cement', 'concrete', 'silica fume', 'L-SF', 'silica fume', 'H-SF', 'L-SF', 'H-SF', 'silica fume', 'cement', 'silica fume', 'silica fume', 'cement', 'silica fume', 'silica fume', 'silica fume']","['specific surface', 'particle dispersion', 'Particle size distributions', 'particle size', 'size distribution', 'particle dispersion', 'particle dispersion', 'strength', 'cementitious']","['alloy', 'paste', 'paste', 'pastes', 'paste']",['Double electric layer model'],[]
12751,S0950061819308566,[],[],"['mortar', 'sand-agar-air', 'rubber-agar-air', 'quartz sand', 'rubber', 'rubber', 'sand', 'rubber']","['thermal conductivity', 'ETC', 'meso-scale structure', 'ETC', 'thermal conductivities', 'conductivity']","['composites', 'poly-dispersed spherical particles', 'crumb']","['3D meso-scale numerical model', 'finite difference method', 'parameter estimation method', 'transient hot disk measurement', 'independent - parameter estimation method']",[]
12752,S095006181930858X,"['hydration', 'hydrating', 'hydration']",[],"['cement', 'portland cement', 'tricalcium silicate', 'mC3S', 'C3S']","['microstructural evolution', 'structure', 'chemical composition', 'Ca / Si', 'reaction rate', 'chemical composition']","['paste', 'paste', 'particles', 'Nanoscale', 'surface', 'particles']",[],['monoclinic']
12753,S0950061819308633,[],['agitator'],"['chloride', 'asphalt']","['anti-freezing', 'anti-freezing', 'anti-freezing', 'anti-freezing', 'anti-freezing performance', 'anti-freezing', 'anti-freezing effect']","['particles', 'film', 'particles', 'particles']",[],[]
12754,S0950061819308645,"['additive manufacturing process', '3-dimensional printing', '3D printing', 'extrusion', 'curing', 'internal curing']",[],"['cementitious', 'cementitious', 'Portland cement', 'cement']","['viscosity', 'setting time', 'void content']","['composites', 'paste', 'bulk']","['microstructure analysis', 'thermogravimetric analysis', 'optical', 'electron microscopy', 'X-ray diffraction', 'Fourier transform infrared spectroscopy', 'micro computed tomography', 'nanoindentation']",[]
12755,S0950061819308669,[],['viscosity modifying admixture'],"['limestone', 'cement', 'LF', 'cement', 'LF', 'cement', 'LF', 'VMA', 'SP', 'LF']","['mix composition', 'fluidity', 'rheological behaviour', 'hydro-mechanical behaviour', 'permeability', 'compressibility', 'mix composition', 'fluidity', 'rheological properties', 'permeability', 'compressibility', 'water / binder ratio', 'W / B', 'rheology', 'hydro-mechanical behaviour', 'fluidity', 'cohesion', 'permeability', 'compressibility', 'W / B', 'W / B', 'permeability', 'compressibility', 'W / B', 'rheological properties', 'permeability', 'compressibility']",['grout'],"['mini-slump test', 'Lombardi plate test', 'forced bleeding test', 'coaxial rotating cylinder viscometer', 'two - level fractional factorial model', 'polynomial regression', 'plate cohesion meter']",[]
12756,S0950061819308670,['drying'],[],"['cement', 'Cement', 'cement', 'textile sludge', 'cement', 'cement', 'cement', 'cement']","['setting characteristics', 'soundness', 'flow behavior', 'strength', 'permeation', 'shrinkage', 'microstructure', 'drying shrinkage', 'strength', 'microstructure']","['mortar', 'paste', 'paste', 'paste', 'porous', 'sludge mortars']","['SEM', 'XRD']",[]
12757,S0950061819308694,"['hardening', 'dry curing', 'heated', 'cooling', 'post-curing']","['coatings', 'coating']","['glass', 'mortar', 'epoxy', 'AC434']","['mechanical performance', 'Alkali - Resistant', 'AR', 'First cracking strength', 'ultimate tensile strength', 'cracked', 'uncracked moduli', 'transition point location', 'energy dissipation capability', 'strength', 'ductility', 'energy dissipation', 'power - law behaviour', 'damage mechanism']","['textile', 'matrix interface']","['uni-axial tensile test', 'Differential Scanning Calorimetry', 'DSC', 'cumulative Weibull distribution', 'thermal damage models']",[]
12758,S095006181930875X,[],"['ordinary portland cement', 'clinker', 'low alkali cement', 'high alkali cements', 'concrete construction']","['cement', 'OPC', 'calcite', 'OPC', 'alumina', 'CS', 'OPC', 'cements', 'CS', 'concrete', 'CS']","['composition', 'phase composition', 'hydration behavior', 'strength', 'microstructure', 'durability']","['CS bio-cement', 'CS bio-cements', 'bio-cement', 'bio-cement', 'bio-cement']",[],[]
12759,S0950061819308761,"['ground granulated blast - furnace slag', 'carbonation curing', 'carbonation curing', 'carbonation curing', 'carbonation curing', 'carbonation curing', 'carbonation curing']",[],"['limestone', 'fly ash', 'GGBS', 'cement', 'cement', 'fly ash', 'GGBS', 'cement', 'CaCO3']","['compressive strength', 'compressive strength', 'compressive strength', 'strength', 'chloride ion permeability', 'pore structure']","['powder', 'pastes', 'mortars']","['chloride ion permeability test', 'X-ray diffraction', 'XRD', 'Fourier transform infrared spectroscopy', 'FTIR', 'thermogravimetry - differential thermal analysis', 'TG - DTA', 'mercury intrusion porosimeter', 'MIP', 'scanning electron microscope', 'SEM']",[]
12760,S0950061819308785,['accelerated corrosion technique'],['reinforcement'],"['concrete', 'concrete']","['structural behaviour', 'column bandwidth', 'cracking behaviour', 'deflection profiles', 'slab rotation', 'energy absorption', 'ductility', 'load carrying capacity', 'corrosion level', 'load capacity', 'stiffness', 'energy absorption', 'deflection', 'ductility', 'capacity', 'reinforcement ratio', 'capacity']","['two - way reinforced', 'slabs', 'two - way reinforced', 'slabs', 'slabs', 'slab', 'slabs']",['EC2'],[]
12761,S0950061819308797,['microbially induced'],['crack closing'],"['cement mortar', 'Bacillus sphaericus', 'calcium carbonate', 'MICP', 'mortar', 'MICP', 'mortar']","['compressive strength', 'water tightness']",[],[],[]
12762,S0950061819308827,[],"['strengthening', 'structures', 'FRP strengthening']","['FRP', 'concrete', 'phosphate cement', 'concrete', 'concrete', 'concrete', 'phosphate cement', 'concrete']","['fire resistance', 'fire resistance', 'mechanical strength', 'fire resistance']","['Fiber reinforced', 'composites', 'fiber - reinforced', 'FRiP', 'composites', 'fiber - reinforced', 'FRP', 'composites', 'beams', 'FRiP composites', 'FRiP', 'interfaces', 'FRiP', 'beams', 'FRiP composites', 'beams', 'FRP composites']",[],[]
12763,S0950061819308864,"['carbonation curing', 'curing', 'cement solution carbonation', 'hydration', 'carbonation', 'carbonation', 'curing', 'carbonation', 'carbonation', 'preconditioning', 'Carbonated', 'carbonation']",['fiberboards'],"['cellulose', 'Portland cement', 'cement', 'cement', 'cellulose']","['reaction efficiency', 'flexural strength', 'ultimate strength', 'freeze - thaw', 'wet - dry durability performance']","['cement - bonded', 'fiberboards', 'fiberboard', 'fiberboards', 'fiberboards', 'fiberboards']",[],[]
12764,S0950061819308888,"['curing', 'curing', 'curing', 'curing', 'curing']",[],"['calcium sulfoaluminate', 'CSA', 'cement', 'CSA cement', 'ettringite', 'aluminum hydroxide', 'AH3', 'monosulfoaluminate', 'Ms', 'CSA cement']","['hydrates', 'porosity', 'pore characteristics', 'total porosity']","['pastes', 'paste']","['X-ray diffraction', 'XRD', 'thermogravimetric', 'TG', 'mercury intrusion porosimetry', 'MIP']",[]
12765,S0950061819308918,[],['green corrosion inhibitor'],"['Rosa damascena', 'R. damascena', 'steel', 'R. damascena', 'iron']","['inhibitory action', 'charge transfer resistance', 'physisorption behaviour', 'protection efficiency', 'metal']",['rebar'],"['electrochemical impedance spectroscopy', 'polarisation studies', 'Electrochemical measurements', 'Tafel polarisation curves', 'Langmuir adsorption isotherm', 'SEM']",[]
12766,S0950061819308931,['Strain - hardening'],['mortar'],"['cement', 'cement']","['post-cracking deformability', 'crack patterns', 'first - cracking stress', 'strain at crack localization', 'strain - hardening behavior', 'crack width distribution']","['composites', 'SHCC', 'fibers']","['stress - strain curves', 'optical methods']",[]
12767,S0950061819308943,[],['Portland pozzolana cement'],"['concrete', 'ordinary Portland cement', 'OPC', 'PPC', 'OPC', 'fly ash', 'concrete', 'PPC', 'OPC', 'fly ash', 'OPC', 'concrete', 'OPC', 'PPC', 'OPC', 'fly ash']","['durability parameters', 'apparent chloride diffusion coefficient', 'microstructure', 'durability parameters', 'corrosion current density']",[],"['chloride diffusion', 'X ray diffraction', 'XRD', 'XRD']",[]
12768,S0950061819308979,"['freeze - thaw', 'freeze - thaw', 'Freeze - thaw']","['emulsified asphalt composite binder', 'asphalt mortar']","['Cement', 'CEACB', 'cement', 'CA', 'CEACB', 'CEACB', 'CEACB', 'CEACB', 'CEACB', 'CEACB', 'CEACB']","['dynamic mechanical properties', 'viscoelastic behavior', 'constitutive equation parameters E 1', 'η', 'r', 'viscous flow', 'asphalt to cement ratio', 'A / C', 'E 1', 'η 1', 'r', 'viscous', 'pore content', 'structural damage', 'viscoelastic mechanical properties']","['composite', 'mortar']","['viscoelastic mechanical model', 'dynamic frequency scanning test']",[]
12769,S0950061819308992,"['CRF', 'curing', 'blast furnace slag', 'curing']","['Cemented rockfill', 'backfill', 'cemented paste backfill', 'CPB', 'hydraulic fill', 'underground mines', 'CRF', 'underground mines']","['CRF', 'CRF', 'sand', 'CRF', 'CRF', 'rock aggregate', 'CRF', 'rock aggregate', 'CRF', 'Portland cement', 'OPC', 'sand', 'CRF', 'sand', 'OPC', 'fly ash', 'FA', 'CRF', 'CRF', 'sand']","['mechanical properties', 'compressive strength', 'stiffness', 'cohesion', 'friction angle', 'mechanical performance', 'aggregate gradation', 'uniaxial compressive strength', 'UCS', 'stress - strain behaviour', 'grain size distribution', 'strength', 'strength', 'particle size', 'strength', 'strength', 'strength', 'strength', 'strength activity index', 'stress - strain response', 'aggregate gradation', 'safe', 'durable']",['particles'],[],[]
12770,S0950061819309018,"['burnt', 'burnt', 'burnt']","['Supersulfated cement', 'SSC', 'environment - friendly cement', 'SSC', 'SSC', 'SSC', 'SSC', 'SSCs', 'SSC']","['clinker', 'phosphogypsum', 'PG', 'SSC', 'PG', 'SSC', 'PG', 'PG', 'PG', 'PG', 'PG', 'ettringite', 'C-S-H', 'ettringite', 'ettringite', 'PG']","['hydration properties', 'compressive strength', 'pore structure', 'porosity', 'average pore size', 'threshold aperture', 'most probable pore size', 'pore volume fraction']",[],[],[]
12771,S0950061819309067,[],[],"['cement', 'nano-SiO2', 'nano-TiO2', 'cement', 'nano-SiO2', 'nano-SiO2', 'cement', 'nano-TiO2', 'nano-SiO2', 'nano-TiO2', 'nano-TiO2', 'nano-TiO2', 'nano-SiO2', 'nano-TiO2', 'cement', 'nano-TiO2', 'nano-SiO2', 'nano-TiO2', 'cement', 'nano-SiO2', 'nano-TiO2', 'cement']","['pozzolanic', 'non-pozzolanic', 'reactivity', 'efficiency', 'compressive strength', 'compressive strength', 'pore structure', 'porosity', 'impermeability']","['nanomaterials', 'nanomaterials', 'nanomaterials', 'nanomaterials', 'paste', 'paste']",[],[]
12772,S0950061819309079,['hot mix asphalt'],"['de-icing', 'anti-icing', 'mastic']","['cement', 'Portland cement', 'carbon', 'CF', 'graphite', 'cement']","['electrically - conductive', 'electrically - conductive', 'electrical behavior', 'conductive', 'conductive', 'conductive', 'heating efficiency', 'CF', 'volume resistivity', 'CF', 'Heat generation efficiency', 'CF content', 'conductive', 'conductivity', 'electrical behavior', 'conductive', 'volume resistivity', 'conductive', 'conductive', 'conductive']","['mastic', 'paste', 'concrete', 'fiber', 'powder', 'mastic', 'paste', 'mastic', 'paste', 'paste', 'mastic', 'paste']","['infrared thermography', 'IRT']",[]
12773,S0950061819309092,"['curing', 'standard curing', 'SC', 'warm water curing', 'WWC', 'autoclaved curing', 'AC', 'cured']",['ultra-high performance concrete'],"['UHPC', 'granite', 'GGP', 'cement', 'cement', 'GGP', 'GGP', 'SC', 'WWC', 'AC', 'cement', 'WWC', 'AC', 'UHPC', 'GGP', 'UHPC']","['pore structure', 'compressive', 'flexural strength', 'chloride permeability', 'morphology', 'chemical compositions', 'pore structure', 'hydration degree', 'pore structure', 'Compressive', 'flexural strength', 'anti-permeability', 'ω GGP', 'ω GGP', 'compressive', 'flexural strength', 'porosity', 'chloride permeability']",['powder'],[],[]
12774,S0950061819309122,"['heating', 'fire']",[],"['steel', 'concrete', 'concrete', 'RC', 'RC', 'RC', 'steel', 'concrete', 'steels', 'RC', 'concrete', 'steel', 'concrete']","['fireproof', 'fire performance', 'tensile', 'midspan deflection', 'fire resistance', 'thermal diffusion coefficient', 'tensile zone', 'brittle failure']","['bars', 'beams', 'beams', 'bars', 'beams', 'beam', 'bar', 'beam', 'beam']","['corrosion test', 'fire test', 'fire tests']",[]
12775,S0950061819309134,"['Strain - hardening', 'curing', 'curing', 'curing']","['micro reservoirs', 'internal curing']","['cement', 'SHCC', 'SAP', 'SHCC', 'SAP']","['microcracks', 'workability', 'superabsorbent', 'strain - hardening properties', 'workability', 'strain - hardening properties', 'workability', 'SHCC', 'strain capacity', 'SC', 'crack area fraction', 'CAF']","['composites', 'SHCC']",['image analysis'],[]
12776,S095006181930916X,[],"['construction engineering', 'cement']","['Magnesium oxychloride', 'MOC', 'cement', 'MOC cement', 'MOC cement', '5Mg(OH)2.MgCl2.8H2O', 'MOC cement', 'MOC cement', 'MOC cement', '2Mg(OH)2.MgCl2.2H2O', '5Mg(OH)2.MgCl2.8H2O', 'MOC']","['early strength', 'thermal conductivity', 'density', 'water resistance capability', 'water resistance', 'setting time', 'hydration reactions', 'compressive strength', 'phase composition', 'thermal stability', 'microstructure', 'water resistance', 'thermal stability', 'compressive strength', 'setting time', 'porosity']","['pastes', 'pastes', 'gel - like', 'pastes', 'pastes', 'pastes']",[],[]
12777,S0950061819309195,['hardened'],"['Spray Dryer Absorber', 'coal combustion utilities']","['SDAM', 'concrete', 'portland cement', 'SDAM', 'portland cement', 'concrete', 'concrete', 'SDAM', 'concrete', 'portland cement', 'portland cement', 'concrete', 'fly ash', 'concrete', 'SDAM', 'concrete']","['setting time', 'strength', 'expansion related durability', 'strength', '28-day performance criteria', 'resistance to chloride permeability', 'autoclave expansion resistance', 'durability']",[],[],[]
12778,S0950061819309201,[],"['oil well cement', 'OCS', 'OCS']","['cement', 'cement', 'OCS', 'calcium silicate hydrate', 'C-S-H', 'cement', 'OCS', 'cement', 'cement']","['pore structure', 'pore structure', 'porosity', 'pore sizes', 'macropore structure', 'capillary pores', 'pore sizes', 'porosity', 'porosity', 'porosity', 'pore size distribution', 'PSD', 'pore structure']","['slurry', 'OCS', 'slurry', 'particles', 'amorphous', 'gel', 'surface', 'particles', 'slurry']","['isothermal calorimetry', 'scanning electron microscopy', 'SEM', 'nitrogen adsorption', 'thermogravimetry', 'TG', 'low - field nuclear magnetic resonance', 'LF - NMR']",[]
12779,S0950061819309249,[],"['Ultra-High Performance Concrete', 'UHPC']","['UHPC', 'sand', 'pumice', 'UHPC', 'pumice', 'hydrous pumice', 'UHPC']","['autogenous shrinkage', 'microstructure', 'water absorption rates', 'autogenous shrinkage', 'mechanical properties', 'pore structure', 'interfacial transition zone', 'ITZ']","['porous pumice', 'pumices', 'paste']","['Mercury Intrusion Porosimetry', 'Computed Tomography', 'Environmental Scanning Electron Microscope', 'Super-high Magnification Lens Zoom 3D Microscope', 'Electron BackScattered Diffraction']",[]
12780,S0950061819309250,"['interface treatments', 'interfacial slant shearing']",[],"['concrete', 'rock', 'concrete', 'shotcrete', 'concrete', 'rock', 'concrete', 'concrete', 'granite', 'concrete', 'granite', 'concrete', 'granite', 'concrete', 'rock', 'JRC', 'concrete', 'rock', 'concrete', 'concrete', 'granite', 'concrete', 'rock']","['bonding strength', 'mineral composition', 'textural features', 'surface roughness', 'surface roughness', 'hydrophilicity', 'bonding performances', 'interfacial parameters', 'joint roughness coefficient', 'JRC', 'contact angle', 'CA', 'JRC', 'CA', 'bonding strength', 'interfacial features', 'bonding strength', 'hydrophilic', 'hydrophobic', 'bonding strengths', 'hydrophilic', 'hydrophobic', 'JRC', 'surface roughness', 'hydrophilicity', 'bonding strength', 'interfacial roughness', 'hydrophilicity', 'bonding strength', 'surface features', 'adhesion', 'bonding strength', 'bonding strength', 'interfacial properties']","['interface', 'interface', 'interface', 'composites', 'composites', 'composite', 'interface', 'interfaces', 'interfaces', 'interface', 'composite', 'interface']",['two - element interfacial shear model'],[]
12781,S0950061819309262,[],[],"['Cement', 'cement mortar', 'cement sand', 'cement', 'cement', 'cement', 'cement sand']","['mechanical behaviour', 'health condition', 'bearing capacity', 'critical damage', 'critical damage value', 'strength', 'deformation']","['mortar', 'mortar', 'mortar', 'mortar']","['acoustic emission', 'AE', 'uniaxial compression', 'AE synchronisation tests', 'statistical damage evolution equation', 'damage evolution equation', 'AE energy', 'damage constitutive model', 'damage constitutive model']",[]
12782,S0950061819309274,"['ground granulated blast furnace slag', 'hydration', 'post-heating', 'curing']",[],"['concrete', 'cement', 'Portland cement', 'OPC', 'cement', 'portlandite', 'CH', 'OPC', 'OPC', 'CH', 'OPC', 'cement', 'concrete', 'concretes', 'cement', 'concrete', 'concrete', 'OPC', 'slag cement', 'concrete', 'concrete', 'OPC']","['microstructural', 'mechanical properties', 'microstructural', 'mechanical properties', 'Compressive strength', 'compressive strength', 'fire resistance']","['concrete', 'CSH gels', 'concrete']","['SEM', 'scanning electron microscope', 'SEM']",[]
12783,S0950061819309286,"['curing', 'curing']",['cemented tailings backfill'],"['CTB', 'polypropylene', 'polyacrylonitrile', 'glass', 'polypropylene', 'polyacrylonitrile', 'glass', 'CTB', 'CTB', 'CTB', 'CTB', 'CTB']","['compressive', 'shear strengths', 'strength', 'mechanical behavior', 'microstructural properties', 'reinforcing effect', 'strength', 'compressive strength', 'peak strain', 'post-peak ductility properties', 'linear elasticity', 'strain softening', 'microstructure', 'adhesion', 'strength', 'elastic modulus']","['Fibers', 'fiber', 'fibers', 'fiber', 'fiber', 'fiber - reinforced', 'fiber - reinforced', 'fiber - reinforced', 'fiber - reinforced', 'interface', 'fiber', 'matrix']","['uniaxial compression', 'scanning electron microscopy']",[]
12784,S0950061819309304,['cured'],"['cemented tailings backfill', 'CTB', 'mine fill', 'tailings', 'mine', 'backfill']","['CTB', 'gold', 'CTB', 'CTB', 'CTB', 'CTB']","['compressive strength behavior', 'cementitious', 'long - term strength behavior', 'compressive strength', 'stress state', 'compressive strength', 'ring count distribution', 'cumulative ring counts', 'failure mode', 'shear stress', 'X-type shear failure', 'dynamic characteristics']",[],"['acoustic emission', 'AE', 'uniaxial compressive test', 'mechanical testing machine', 'GAW - 2000', 'AE equipment', 'PCI-2']",[]
12785,S0950061819309316,['3D laser scanning technique'],"['tensile reinforcements', 'tensile reinforcements', 'tensile reinforcements', 'tensile reinforcements', 'tensile reinforcements']",['RC'],"['water - to - cement ( W / C ) ratios', 'volume corrosion rates', 'tensile reinforcements', 'cross-sectional areas', 'area of corrosion', 'mass corrosion rate', 'mass corrosion rates', 'mass corrosion rates', 'volume corrosion rates', 'corrosion rates', 'W / C ratio', 'corrosion non-uniformity', 'tensile reinforcements', 'corrosion non-uniformity', 'W / C ratios']",['beams'],"['chloride penetration tests', 'weighing method', 'three - dimensional ( 3D ) laser scanning technique', '3D laser measurement']",[]
12786,S0950061819309328,"['HVFA', 'HVFA', 'coated', 'silane coated']","['High volume fly ash', 'cementitious materials']","['cement', 'steel', 'polypropylene', 'concrete', 'basalt', 'steel', 'polypropylene', 'cement mortar', 'concrete', 'concrete', 'basalt', 'concrete', 'basalt']","['mechanical characteristics', 'compressive', 'flexural strength', 'compressive strengths', 'splitting tensile strength', 'long - term durability', 'porosity', 'durability']","['fibers', 'fiber', 'hybrid fiber', 'fiber', 'fiber']","['Scanning Electron Microscopy', 'SEM', 'Computed Tomography', 'CT']",[]
12787,S0950061819309419,['curing'],"['construction', 'concrete', 'physical filler']","['concrete', 'UHPFRC', 'cement', 'UHPFRC', 'limestone', 'cement', 'concrete', 'UHPFRCs', 'limestone', 'cement', 'quartz', 'cement', 'limestone', 'cement', 'limestone', 'Portland cement']","['mechanical performance', 'low - cement', 'strength', 'cement consumption', 'cement consumption index', 'CCI', 'autogenous shrinkages', 'water - to - cement ratio', 'mechanical property', 'dimensional stability']","['fiber - reinforced', 'powder', 'powder', 'powder', 'powder', 'powder']",[],[]
