,caption,tables,Label,text,pred_0,pred_1,pred_2,all_pred,pii_tid,pii,date
2061,"Mineral compositions, polymorphic transition ratios and pulverization ratios of the clinkers sintered at different temperatures.","[['Sintering temperature (degC)', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Transition ratio (%)', 'Pulverization ratio (%)'], ['', 'f-CaO', 'C4A3$', 'b-C2S', 'g-C2S', 'C4AF', '', ''], ['C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)'], ['1100', '25.2', '5.4', '', '-', '', '-', '0.0'], ['1150', '19.8', '12.0', '', '-', '', '-', '0.0'], ['1200', '14.0', '22.8', '', '-', '', '-', '0.0'], ['1250', '6.4', '46.8', '', '14.0', '', '-', '10.0'], ['1280', '3.2', '54.6', '3.0', '23.7', '', '88.76', '96.0'], ['1300', '1.5', '57.6', '3.1', '23.7', '', '88.43', '99.0'], ['1320', '0.0', '59.0', '3.3', '24.9', '', '88.30', '98.8'], ['1350', '0.0', '59.0', '3.9', '24.5', '', '86.27', '99.0'], ['1400', '0.0', '56.8', '29.5', '10.3', '', '25.88', '9.0'], ['', '', '', '', '', '', '', ''], ['C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)'], ['1100', '26.0', '4.7', '', '-', '', '-', '0.0'], ['1150', '24.5', '12.9', '', '-', '', '-', '0.0'], ['1200', '20.9', '24.0', '', '7.3', '', '-', '0.0'], ['1250', '2.7', '49.3', '10.5', '13.0', '', '55.32', '28.0'], ['1280', '2.5', '60.1', '4.1', '20.3', '', '83.20', '95.0'], ['1300', '1.1', '62.4', '4.0', '20.5', '', '83.67', '96.0'], ['1320', '0.3', '64.0', '4.1', '20.8', '', '83.53', '98.5'], ['1350', '0.1', '59.5', '4.2', '20.5', '', '83.00', '98.0'], ['1400', '0.0', '50.3', '19.5', '4.8', '', '19.75', '0.0'], ['', '', '', '', '', '', '', ''], ['C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)'], ['1100', '26.7', '5.0', '', '-', '', '-', '0.0'], ['1150', '20.1', '8.2', '', '-', '', '-', '0.0'], ['1200', '16.5', '19.3', '', '8.4', '', '-', '0.0'], ['1250', '3.75', '44.6', '11.0', '13.3', '', '54.73', '30.0'], ['1280', '2.0', '50.4', '4.3', '19.5', '', '81.93', '97.0'], ['1300', '1.0', '53.9', '4.0', '19.7', '', '83.12', '98.1'], ['1320', '0.0', '54.5', '4.1', '19.7', '', '82.77', '98.0'], ['1350', '0.0', '53.4', '8.3', '16.2', '', '66.12', '65.0'], ['1400', '0.0', '38.5', '17.7', '7.2', '', '28.92', '0.0']]",1,"Mineral compositions, polymorphic transition ratios and pulverization ratios of the clinkers sintered at different temperatures.;[['Sintering temperature (degC)', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Transition ratio (%)', 'Pulverization ratio (%)'], ['', 'f-CaO', 'C4A3$', 'b-C2S', 'g-C2S', 'C4AF', '', ''], ['C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)', 'C-1 (60%C4A3$-30%C2S-10%C4AF)'], ['1100', '25.2', '5.4', '', '-', '', '-', '0.0'], ['1150', '19.8', '12.0', '', '-', '', '-', '0.0'], ['1200', '14.0', '22.8', '', '-', '', '-', '0.0'], ['1250', '6.4', '46.8', '', '14.0', '', '-', '10.0'], ['1280', '3.2', '54.6', '3.0', '23.7', '', '88.76', '96.0'], ['1300', '1.5', '57.6', '3.1', '23.7', '', '88.43', '99.0'], ['1320', '0.0', '59.0', '3.3', '24.9', '', '88.30', '98.8'], ['1350', '0.0', '59.0', '3.9', '24.5', '', '86.27', '99.0'], ['1400', '0.0', '56.8', '29.5', '10.3', '', '25.88', '9.0'], ['', '', '', '', '', '', '', ''], ['C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)', 'C-2 (65%C4A3$-25%C2S-10%C4AF)'], ['1100', '26.0', '4.7', '', '-', '', '-', '0.0'], ['1150', '24.5', '12.9', '', '-', '', '-', '0.0'], ['1200', '20.9', '24.0', '', '7.3', '', '-', '0.0'], ['1250', '2.7', '49.3', '10.5', '13.0', '', '55.32', '28.0'], ['1280', '2.5', '60.1', '4.1', '20.3', '', '83.20', '95.0'], ['1300', '1.1', '62.4', '4.0', '20.5', '', '83.67', '96.0'], ['1320', '0.3', '64.0', '4.1', '20.8', '', '83.53', '98.5'], ['1350', '0.1', '59.5', '4.2', '20.5', '', '83.00', '98.0'], ['1400', '0.0', '50.3', '19.5', '4.8', '', '19.75', '0.0'], ['', '', '', '', '', '', '', ''], ['C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)', 'C-4 (55%C4A3$-25%C2S-20%C4AF)'], ['1100', '26.7', '5.0', '', '-', '', '-', '0.0'], ['1150', '20.1', '8.2', '', '-', '', '-', '0.0'], ['1200', '16.5', '19.3', '', '8.4', '', '-', '0.0'], ['1250', '3.75', '44.6', '11.0', '13.3', '', '54.73', '30.0'], ['1280', '2.0', '50.4', '4.3', '19.5', '', '81.93', '97.0'], ['1300', '1.0', '53.9', '4.0', '19.7', '', '83.12', '98.1'], ['1320', '0.0', '54.5', '4.1', '19.7', '', '82.77', '98.0'], ['1350', '0.0', '53.4', '8.3', '16.2', '', '66.12', '65.0'], ['1400', '0.0', '38.5', '17.7', '7.2', '', '28.92', '0.0']]",1,0,1,2,S0950061812000736_2,S0950061812000736,2012-03-28
2062,"Mineral compositions, b-g transition ratios and pulverization ratios of cement clinkers.","[['Sample', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Transition ratio Rt  (%)', 'Pulverization ratio Rp  (%)'], ['', 'b-C2S', 'g-C2S', 'C4A3$', 'f-CaO', '', ''], ['C-1', '3.1', '23.7', '57.6', '1.5', '88.4', '99.0'], ['C-2', '4.0', '20.3', '62.4', '1.1', '83.5', '96.0'], ['C-3', '3.9', '22.9', '-', '1.0', '85.4', '97.0'], ['C-4', '4.0', '19.7', '53.9', '1.0', '83.1', '96.0'], ['C-5', '5.0', '20.0', '-', '0.0', '80.0', '100.0'], ['C-6', '4.0', '21.0', '-', '0.0', '84.0', '100.0'], ['C-7', '-', '-', '-', '-', '-', '25.0'], ['C-8', '-', '-', '-', '-', '-', '62.0'], ['C-9', '-', '-', '-', '-', '-', '65.0'], ['C-10', '-', '-', '-', '-', '-', '100.0'], ['C-11', '20.0', '18.5', '50.0', '0.0', '48.0', '88.0'], ['C-12', '28.9', '20.0', '46.0', '0.0', '40.9', '85.0']]",1,"Mineral compositions, b-g transition ratios and pulverization ratios of cement clinkers.;[['Sample', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Mineral compositions (wt.%)', 'Transition ratio Rt  (%)', 'Pulverization ratio Rp  (%)'], ['', 'b-C2S', 'g-C2S', 'C4A3$', 'f-CaO', '', ''], ['C-1', '3.1', '23.7', '57.6', '1.5', '88.4', '99.0'], ['C-2', '4.0', '20.3', '62.4', '1.1', '83.5', '96.0'], ['C-3', '3.9', '22.9', '-', '1.0', '85.4', '97.0'], ['C-4', '4.0', '19.7', '53.9', '1.0', '83.1', '96.0'], ['C-5', '5.0', '20.0', '-', '0.0', '80.0', '100.0'], ['C-6', '4.0', '21.0', '-', '0.0', '84.0', '100.0'], ['C-7', '-', '-', '-', '-', '-', '25.0'], ['C-8', '-', '-', '-', '-', '-', '62.0'], ['C-9', '-', '-', '-', '-', '-', '65.0'], ['C-10', '-', '-', '-', '-', '-', '100.0'], ['C-11', '20.0', '18.5', '50.0', '0.0', '48.0', '88.0'], ['C-12', '28.9', '20.0', '46.0', '0.0', '40.9', '85.0']]",1,1,1,3,S0950061812000736_4,S0950061812000736,2012-03-28
2063,Chemical composition of the Type I Portland cement used in this investigation.,"[['Chemical composition', 'Percent by weight'], ['Tricalcium silicate (C3S)', '43.3'], ['Dicalcium silicate (C2S)', '26.3'], ['Tricalcium aluminate (C3A)', '11.0'], ['Tetracalcium aluminoferrite (C4AF)', '8.6'], ['Insoluble residue', '0.12']]",1,"Chemical composition of the Type I Portland cement used in this investigation.;[['Chemical composition', 'Percent by weight'], ['Tricalcium silicate (C3S)', '43.3'], ['Dicalcium silicate (C2S)', '26.3'], ['Tricalcium aluminate (C3A)', '11.0'], ['Tetracalcium aluminoferrite (C4AF)', '8.6'], ['Insoluble residue', '0.12']]",1,1,1,3,S0958946502000628_3,S0958946502000628,2002-12-07
2064,Chemical composition of high strength Portland cement.,"[['Major elemental oxides (wt.%)', 'Major elemental oxides (wt.%)', 'Major elemental oxides (wt.%)', 'Major elemental oxides (wt.%)', 'Major elemental oxides (wt.%)', 'Moduli', 'Moduli', 'Moduli', 'Cement potential', 'Cement potential', 'Cement potential', 'Cement potential'], ['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'MA', 'MS', 'LSF', 'C3S', 'C2S', 'C3A', 'C4AF'], ['21.55', '5.69', '3.39', '64.25', '0.85', '1.68', '2.37', '0.93', '47.61', '25.90', '9.35', '10.30']]",1,"Chemical composition of high strength Portland cement.;[['Major elemental oxides (wt.%)', 'Major elemental oxides (wt.%)', 'Major elemental oxides (wt.%)', 'Major elemental oxides (wt.%)', 'Major elemental oxides (wt.%)', 'Moduli', 'Moduli', 'Moduli', 'Cement potential', 'Cement potential', 'Cement potential', 'Cement potential'], ['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'MA', 'MS', 'LSF', 'C3S', 'C2S', 'C3A', 'C4AF'], ['21.55', '5.69', '3.39', '64.25', '0.85', '1.68', '2.37', '0.93', '47.61', '25.90', '9.35', '10.30']]",1,1,1,3,S0950061812000992_1,S0950061812000992,2012-04-05
2065,Chemical and mineral composition of cement (% w.t.).,"[['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'SO3', 'C3S', 'C2S', 'C3A', 'C4AF'], ['21.36', '5.20', '3.68', '64.57', '1.7', '0.97', '57.55', '17.82', '7.54', '11.19']]",1,"Chemical and mineral composition of cement (% w.t.).;[['SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'SO3', 'C3S', 'C2S', 'C3A', 'C4AF'], ['21.36', '5.20', '3.68', '64.57', '1.7', '0.97', '57.55', '17.82', '7.54', '11.19']]",1,1,1,3,S0950061822012077_0,S0950061822012077,2022-04-29
2066,Cement composition calculated by Bogue method.,"[['Components', 'Mass content based on Bogue equation (%)'], ['C3S', '57.05'], ['C2S', '14.99'], ['C3A', '7.91'], ['C4AF', '8.9']]",1,"Cement composition calculated by Bogue method.;[['Components', 'Mass content based on Bogue equation (%)'], ['C3S', '57.05'], ['C2S', '14.99'], ['C3A', '7.91'], ['C4AF', '8.9']]",1,1,1,3,S0950061822021523_1,S0950061822021523,2022-07-19
2067,X-ray fluorescence and Rietveld quantitative phase analyses of the cements. Density determined by gas pycnometry and particle size distribution by laser diffraction.,"[['X-ray Fluorescence Analysis, g/100 g', '', '', 'Rietveld Quantitative Phase Analysis, g/100 g', '', ''], ['Oxides', 'C1', 'C2', 'Phases', 'C1', 'C2'], ['SiO2', '16.8', '16.1', 'Alite', '54.7', '40.9'], ['Al2O3', '4.3', '3.9', 'Belite (b-C2S)', '8.6', '19.4'], ['Fe2O3', '2.9', '3.9', 'Aluminate cub.', '5.5', '2.8'], ['CaO', '60.1', '58.8', 'Ferrite', '6.7', '10.0'], ['MgO', '5.7', '5.3', 'Gypsum', '2.9', '4.7'], ['K2O', '0.8', '0.2', 'Bassanite', '2.1', '4.0'], ['SrO', '---*', '0.8', 'Calcite', '10.4', '9.5'], ['SO3', '1.9', '2.5', 'Dolomite', '1.5', '2.7'], ['TiO2', '0.2', '0.5', 'Periclase', '4.7', '4.2'], ['P2O5', '0.2', '0.8', 'Other phases (inert)', '3.0', '1.8'], ['L.O.I.', '6.9', '7.1', 'Density (g/cm3)', '3.061', '3.096']]",1,"X-ray fluorescence and Rietveld quantitative phase analyses of the cements. Density determined by gas pycnometry and particle size distribution by laser diffraction.;[['X-ray Fluorescence Analysis, g/100 g', '', '', 'Rietveld Quantitative Phase Analysis, g/100 g', '', ''], ['Oxides', 'C1', 'C2', 'Phases', 'C1', 'C2'], ['SiO2', '16.8', '16.1', 'Alite', '54.7', '40.9'], ['Al2O3', '4.3', '3.9', 'Belite (b-C2S)', '8.6', '19.4'], ['Fe2O3', '2.9', '3.9', 'Aluminate cub.', '5.5', '2.8'], ['CaO', '60.1', '58.8', 'Ferrite', '6.7', '10.0'], ['MgO', '5.7', '5.3', 'Gypsum', '2.9', '4.7'], ['K2O', '0.8', '0.2', 'Bassanite', '2.1', '4.0'], ['SrO', '---*', '0.8', 'Calcite', '10.4', '9.5'], ['SO3', '1.9', '2.5', 'Dolomite', '1.5', '2.7'], ['TiO2', '0.2', '0.5', 'Periclase', '4.7', '4.2'], ['P2O5', '0.2', '0.8', 'Other phases (inert)', '3.0', '1.8'], ['L.O.I.', '6.9', '7.1', 'Density (g/cm3)', '3.061', '3.096']]",1,1,1,3,S0950061822036030_0,S0950061822036030,2022-12-16
2068,The chemical composition and physical properties of cement and slag.,"[['Items', 'Contents', 'Contents', 'Contents', 'Contents', 'Contents', 'Contents', 'Contents', 'Contents', 'Contents', 'Contents', 'Properties', 'Properties', 'Properties'], ['Items', 'SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'SO3', 'C3S', 'C2S', 'C3A', 'C4AF', 'Specific gravity', 'Fineness', 'Air content'], ['Cement', '20.94', '4.45', '3.11', '62.96', '3.03', '2.31', '53', '20', '6.5', '9.5', '3.18', '345', '6.4'], ['Slag', '33.52', '14.59', '0.25', '40.59', '7.35', '0.64', '-', '-', '-', '-', '2.89', '455', '3.23']]",1,"The chemical composition and physical properties of cement and slag.;[['Items', 'Contents', 'Contents', 'Contents', 'Contents', 'Contents', 'Contents', 'Contents', 'Contents', 'Contents', 'Contents', 'Properties', 'Properties', 'Properties'], ['Items', 'SiO2', 'Al2O3', 'Fe2O3', 'CaO', 'MgO', 'SO3', 'C3S', 'C2S', 'C3A', 'C4AF', 'Specific gravity', 'Fineness', 'Air content'], ['Cement', '20.94', '4.45', '3.11', '62.96', '3.03', '2.31', '53', '20', '6.5', '9.5', '3.18', '345', '6.4'], ['Slag', '33.52', '14.59', '0.25', '40.59', '7.35', '0.64', '-', '-', '-', '-', '2.89', '455', '3.23']]",1,1,1,3,S0950061812008318_0,S0950061812008318,2013-02-21
2069,Chemical and mineral compositions of ordinary Portland cement by XRF and XRD measurement.,"[['Chemical composition (wt. %)', 'Chemical composition (wt. %)', 'Chemical composition (wt. %)', 'Chemical composition (wt. %)', 'Phase composition (wt. %)', 'Phase composition (wt. %)'], ['Oxides', 'XRF', 'Oxides', 'XRF', 'C3S', '56.7'], ['CaO', '62.71', 'TiO2', '0.33', 'C2S', '14.3'], ['SiO2', '19.19', 'Na2O', '0.18', 'C3A', '3.2'], ['Al2O3', '4.45', '', '', 'C4AF', '12.0'], ['SO3', '2.36', '', '', 'CaSO4*2H2O', '2.4'], ['Fe2O3', '3.16', '', '', 'CaSO4*0.5H2O', '0.7'], ['MgO', '1.94', '', '', 'Ca(OH)2', '3.5'], ['K2O', '0.45', '', '', 'amorphous', '6.3']]",1,"Chemical and mineral compositions of ordinary Portland cement by XRF and XRD measurement.;[['Chemical composition (wt. %)', 'Chemical composition (wt. %)', 'Chemical composition (wt. %)', 'Chemical composition (wt. %)', 'Phase composition (wt. %)', 'Phase composition (wt. %)'], ['Oxides', 'XRF', 'Oxides', 'XRF', 'C3S', '56.7'], ['CaO', '62.71', 'TiO2', '0.33', 'C2S', '14.3'], ['SiO2', '19.19', 'Na2O', '0.18', 'C3A', '3.2'], ['Al2O3', '4.45', '', '', 'C4AF', '12.0'], ['SO3', '2.36', '', '', 'CaSO4*2H2O', '2.4'], ['Fe2O3', '3.16', '', '', 'CaSO4*0.5H2O', '0.7'], ['MgO', '1.94', '', '', 'Ca(OH)2', '3.5'], ['K2O', '0.45', '', '', 'amorphous', '6.3']]",1,1,1,3,S095006182103333X_0,S095006182103333X,2021-12-18
2070,Mineral compositions and chemical characteristics of cement.,"[['Mineral compositions of clinker %', 'Mineral compositions of clinker %'], ['Tricalcium silicate (C3S)', '59.03'], ['Dicalcium silicate (C2S)', '16.47'], ['Tricalcium aluminate (C3A)', '6.79'], ['Tetracalciumaluminoferrite (C4AF)', '11.73'], ['', ''], ['Oxides of cement %', 'Oxides of cement %'], ['Calcium oxide (CaO)', '61.02'], ['Silica (SiO2)', '20.94'], ['Alumina (Al2O3)', '4.85'], ['Iron oxide (Fe2O3)', '3.44'], ['Magnesium oxide (MgO)', '1.70'], ['Sulfur trioxide (SO3)', '1.88'], ['Loss on ignition (LOI)', '1.88'], ['f-CaO', '0.5'], ['R2O', '0.5']]",1,"Mineral compositions and chemical characteristics of cement.;[['Mineral compositions of clinker %', 'Mineral compositions of clinker %'], ['Tricalcium silicate (C3S)', '59.03'], ['Dicalcium silicate (C2S)', '16.47'], ['Tricalcium aluminate (C3A)', '6.79'], ['Tetracalciumaluminoferrite (C4AF)', '11.73'], ['', ''], ['Oxides of cement %', 'Oxides of cement %'], ['Calcium oxide (CaO)', '61.02'], ['Silica (SiO2)', '20.94'], ['Alumina (Al2O3)', '4.85'], ['Iron oxide (Fe2O3)', '3.44'], ['Magnesium oxide (MgO)', '1.70'], ['Sulfur trioxide (SO3)', '1.88'], ['Loss on ignition (LOI)', '1.88'], ['f-CaO', '0.5'], ['R2O', '0.5']]",1,1,1,3,S0950061821037260_0,S0950061821037260,2021-12-10
2071,Rietveld quantitative analysis of main mineral composition(%) of LFS.,"[['C2S', 'C12A7', 'C3A', 'MgO', 'CaF2', 'Amorphous'], ['51.48', '23.78', '3.8', '2.07', '1.91', '16.96']]",1,"Rietveld quantitative analysis of main mineral composition(%) of LFS.;[['C2S', 'C12A7', 'C3A', 'MgO', 'CaF2', 'Amorphous'], ['51.48', '23.78', '3.8', '2.07', '1.91', '16.96']]",1,1,1,3,S0950061821020249_1,S0950061821020249,2021-07-24
2072,"Composition of Portland cement (SL: shrinkage limited, GP: general purpose).","[['Material', 'Composition (%)', 'Composition (%)'], ['Material', 'SL', 'GP'], ['C3S', '59.97', '55.61'], ['C2S', '11.33', '15.71'], ['C3A', '6.98', '4.03'], ['C4AF', '9.33', '9.12'], ['CaO', '0.47', '0.59'], ['K2O', '0.57', '0.39'], ['SO3', '2.99', '3.10'], ['MgO', '1.05', '1.25'], ['Na2O', '0.50', '0.22']]",1,"Composition of Portland cement (SL: shrinkage limited, GP: general purpose).;[['Material', 'Composition (%)', 'Composition (%)'], ['Material', 'SL', 'GP'], ['C3S', '59.97', '55.61'], ['C2S', '11.33', '15.71'], ['C3A', '6.98', '4.03'], ['C4AF', '9.33', '9.12'], ['CaO', '0.47', '0.59'], ['K2O', '0.57', '0.39'], ['SO3', '2.99', '3.10'], ['MgO', '1.05', '1.25'], ['Na2O', '0.50', '0.22']]",1,1,1,3,S0950061821020390_2,S0950061821020390,2021-07-23
2073,"Phase composition (Q-XRD, Rietveld), density, specific surface area (Blaine) and d50  value of the ordinary Portland cement samples used in the study.","[['Cement CEM I', 'C3S 1  (wt%)', 'C2S 2  (wt%)', 'C3A 3  (wt%)', 'C4AF 4  (wt%)', 'Free CaO (wt%)', 'CaSO4*2H2O 5  (wt%)', 'CaSO4*1/2 H2O 5  (wt%)', 'CaSO4 (wt%)', 'Density (kg/L)', 'sp. surface area, Blaine (cm2/g)', 'd50  value (um)'], ['42.5 N', '53.1', '26.1', '8.1', '4.4', '0.1', '0.2', '1.8', '2.4', '3.16', '3160', '18.2'], ['52.5 N', '53.0', '26.6', '8.2', '4.4', '0.1', '0.1', '0.7', '3.3', '3.19', '3545', '13.5'], ['52.5 R', '56.6', '21.8', '8.1', '4.3', '0.3', '1.1', '1.2', '1.8', '3.16', '7445', '3.5'], ['Class G', '59.3', '19.5', '1.7', '14.1', '0.3', '4.6', '0.2', '-', '3.18', '3058', '11.0']]",1,"Phase composition (Q-XRD, Rietveld), density, specific surface area (Blaine) and d50  value of the ordinary Portland cement samples used in the study.;[['Cement CEM I', 'C3S 1  (wt%)', 'C2S 2  (wt%)', 'C3A 3  (wt%)', 'C4AF 4  (wt%)', 'Free CaO (wt%)', 'CaSO4*2H2O 5  (wt%)', 'CaSO4*1/2 H2O 5  (wt%)', 'CaSO4 (wt%)', 'Density (kg/L)', 'sp. surface area, Blaine (cm2/g)', 'd50  value (um)'], ['42.5 N', '53.1', '26.1', '8.1', '4.4', '0.1', '0.2', '1.8', '2.4', '3.16', '3160', '18.2'], ['52.5 N', '53.0', '26.6', '8.2', '4.4', '0.1', '0.1', '0.7', '3.3', '3.19', '3545', '13.5'], ['52.5 R', '56.6', '21.8', '8.1', '4.3', '0.3', '1.1', '1.2', '1.8', '3.16', '7445', '3.5'], ['Class G', '59.3', '19.5', '1.7', '14.1', '0.3', '4.6', '0.2', '-', '3.18', '3058', '11.0']]",1,1,1,3,S0950061818326862_2,S0950061818326862,2018-11-19
2074,Chemical and physical properties of used materials.,"[['Components', 'Cement', 'Silica fume', 'Quartz sand', 'Quartz powder'], ['SiO2 (%)', '19.6', '95.30', '>99.50', '>99.80'], ['CaO (%)', '61.5', '0.49', '0.01', '0.01'], ['Al2O3 (%)', '4.8', '0.17', '0.05', '0.05'], ['Fe2O3 (%)', '3.3', '0.08', '0.03', '0.04'], ['MgO (%)', '3.0', '0.27', '-', '-'], ['K2O (%)', '1.2', '0.48', '-', '-'], ['SO3 (%)', '3.5', '0.24', '-', '-'], ['Na2O (%)', '0.1', '0.19', '-', '-'], ['TiO2 (%)', '0.3', '0.30', '0.03', '0.02'], ['Loss on ignition (%)', '1.9', '1.99', '0.11', '0.10'], ['Specific surface area (m2/kg)', '371', '19,530', '255', '20,000'], ['Specific gravity', '3.17', '2.12', '2.65', '2.65'], ['C3S (%)', '55', '-', '-', '-'], ['C2S (%)', '15', '-', '-', '-'], ['C3A (%)', '7', '-', '-', '-'], ['C4AF (%)', '10', '-', '-', '-']]",1,"Chemical and physical properties of used materials.;[['Components', 'Cement', 'Silica fume', 'Quartz sand', 'Quartz powder'], ['SiO2 (%)', '19.6', '95.30', '>99.50', '>99.80'], ['CaO (%)', '61.5', '0.49', '0.01', '0.01'], ['Al2O3 (%)', '4.8', '0.17', '0.05', '0.05'], ['Fe2O3 (%)', '3.3', '0.08', '0.03', '0.04'], ['MgO (%)', '3.0', '0.27', '-', '-'], ['K2O (%)', '1.2', '0.48', '-', '-'], ['SO3 (%)', '3.5', '0.24', '-', '-'], ['Na2O (%)', '0.1', '0.19', '-', '-'], ['TiO2 (%)', '0.3', '0.30', '0.03', '0.02'], ['Loss on ignition (%)', '1.9', '1.99', '0.11', '0.10'], ['Specific surface area (m2/kg)', '371', '19,530', '255', '20,000'], ['Specific gravity', '3.17', '2.12', '2.65', '2.65'], ['C3S (%)', '55', '-', '-', '-'], ['C2S (%)', '15', '-', '-', '-'], ['C3A (%)', '7', '-', '-', '-'], ['C4AF (%)', '10', '-', '-', '-']]",1,1,1,3,S095006181401229X_0,S095006181401229X,2014-12-05
2075,Analyses of clinker and slag (wt.%).,"[['Oxide', 'Clinker', 'Slag'], ['CaO', '64.4', '38.3'], ['SiO2', '21.4', '34.4'], ['Al2O3', '5.3', '14.2'], ['Fe2O3', '3.7', '0.3'], ['SO3', '0.4', '0.2'], ['K2O', '0.1', '0.6'], ['Na2O', '0.1', '0.3'], ['Loss on ignition', '0.1', '-0.7'], ['C3S', '58.9', ''], ['C2S', '16.7', ''], ['C3A', '7.8', ''], ['C4AF', '11.1', '']]",1,"Analyses of clinker and slag (wt.%).;[['Oxide', 'Clinker', 'Slag'], ['CaO', '64.4', '38.3'], ['SiO2', '21.4', '34.4'], ['Al2O3', '5.3', '14.2'], ['Fe2O3', '3.7', '0.3'], ['SO3', '0.4', '0.2'], ['K2O', '0.1', '0.6'], ['Na2O', '0.1', '0.3'], ['Loss on ignition', '0.1', '-0.7'], ['C3S', '58.9', ''], ['C2S', '16.7', ''], ['C3A', '7.8', ''], ['C4AF', '11.1', '']]",1,1,1,3,S0950061816301386_0,S0950061816301386,2016-03-21
